"Run id","Seed","Tx Power","Actual Range","Buildings","Total nodes","Nodes on circ","Total coverage","Coverage on circ","Alert received mean time","Hops","Slots","Messages sent","Messages received","Collisions"
98,12345,13.4,500,1,1465,77,1465,77,80889.5,5.11688,78.5844,344,1464,5526804
