"id","Scenario","Actual Range","Protocol","Buildings","Total nodes","Nodes on circ","Total coverage","Coverage on circ","Alert received mean time","Hops","Slots","Messages sent","Messages received"
0,1,300,0,1,6528,148,6528,148,80953.4,10.5743,78.4527,614,6528
1,1,300,0,1,6528,148,6528,148,78889.6,12.0135,78.3716,604,6528
2,1,300,0,1,6528,148,6528,148,86001.2,11.2703,83.5,627,6528
3,1,300,0,1,6528,148,6528,148,76446.7,10.8514,74.1149,637,6528
4,1,300,0,1,6528,148,6528,148,79783.9,13.2162,76.3108,594,6528
5,1,300,0,1,6528,148,6484,148,79942.7,12.0541,84.7635,609,6484
