"Run id","Seed","Tx Power","Actual Range","Buildings","Total nodes","Nodes on circ","Total coverage","Coverage on circ","Alert received mean time","Hops","Slots","Messages sent","Messages received","Collisions"
22,12345,-7,100,1,1465,77,1405,66,1.21567e+06,18.6212,1208.77,628,1404,6007533
