"id","Scenario","Actual Range","Protocol","Buildings","Total nodes","Nodes on circ","Total coverage","Coverage on circ","Alert received mean time","Hops","Slots","Messages sent","Messages received"
0,1,500,0,1,6528,148,6352,146,194780,13.0068,192.151,426,6352
1,1,500,0,1,6528,148,6506,148,313337,16.5811,308.547,460,6506
2,1,500,0,1,6528,148,6174,136,362491,20.3456,358.61,407,6174
3,1,500,0,1,6528,148,6528,148,232881,14.0608,229.966,438,6528
4,1,500,0,1,6528,148,6176,134,255458,16.4552,251.903,435,6176
5,1,500,0,1,6528,148,6528,148,160086,14.8649,155.635,431,6528
