"Run id","Seed","Tx Power","Actual Range","Buildings","Total nodes","Nodes on circ","Total coverage","Coverage on circ","Alert received mean time","Hops","Slots","Messages sent","Messages received","Collisions"
21,12345,13.4,500,0,1465,77,1465,77,17818.9,3.77922,15.8442,225,1464,212859
