"id","Scenario","Actual Range","Protocol","Buildings","Total nodes","Nodes on circ","Total coverage","Coverage on circ","Alert received mean time","Hops","Slots","Messages sent","Messages received"
0,1,300,0,1,6528,148,6528,148,90728.8,11.9324,91.7635,602,6528
1,1,300,0,1,6528,148,6528,148,79970.9,11.8446,77.1149,576,6528
2,1,300,0,1,6528,148,6528,148,71716.2,10.8108,70.2027,615,6528
3,1,300,0,1,6528,148,6528,148,86451.3,10.973,84.8716,619,6528
4,1,300,0,1,6528,148,6506,148,84493.9,11.4189,87.8514,615,6506
5,1,300,0,1,6528,148,6528,148,69586.2,10.4257,70.973,599,6528
6,1,300,0,1,6528,148,6528,148,92842.3,11.5,90.2635,590,6528
7,1,300,0,1,6528,148,6528,148,82252.2,10.5946,82.8176,604,6528
8,1,300,0,1,6528,148,6528,148,93147.5,10.8176,94.5811,626,6528
9,1,300,0,1,6528,148,6528,148,91189.8,10.9054,89.8851,609,6528
