"id","Scenario","Actual Range","Protocol","Buildings","Total nodes","Nodes on circ","Total coverage","Coverage on circ","Alert received mean time","Hops","Slots","Messages sent","Messages received"
0,1,300,0,1,6528,148,6528,148,112081,12.3243,111.973,598,6528
1,1,300,0,1,6528,148,6528,148,107192,13.1351,103.892,608,6528
2,1,300,0,1,6528,148,6528,148,87275.1,11.3446,87.5608,599,6528
3,1,300,0,1,6528,148,6528,148,139299,15.1622,136.351,620,6528
4,1,300,0,1,6528,148,6528,148,92487.5,12.1689,89.5946,607,6528
5,1,300,0,1,6528,148,6528,148,110941,12.527,109.885,631,6528
