"id","Scenario","Actual Range","Protocol","Buildings","Total nodes","Nodes on circ","Total coverage","Coverage on circ","Alert received mean time","Hops","Slots","Messages sent","Messages received"
0,1,300,0,1,6528,148,6528,148,83630.6,12.7027,82.6014,613,6528
1,1,300,0,1,6528,148,6528,148,102012,15.1892,97.9257,606,6528
2,1,300,0,1,6528,148,6528,148,80396.3,11.2095,78.8784,630,6528
3,1,300,0,1,6528,148,6528,148,85703.4,11.4054,88.9662,610,6528
4,1,300,0,1,6528,148,6528,148,81080.9,11.6824,82.3649,619,6528
5,1,300,0,1,6528,148,6523,148,96109.7,11.473,93.0338,630,6523
6,1,300,0,1,6528,148,6396,145,111627,12.069,108.669,617,6396
7,1,300,0,1,6528,148,6517,148,66134.6,11.027,67.7568,576,6517
8,1,300,0,1,6528,148,6528,148,153999,15.0203,151.135,629,6528
9,1,300,0,1,6528,148,6451,146,119548,13.2877,116.808,616,6451
