"Run id","Seed","Tx Power","Actual Range","Buildings","Total nodes","Nodes on circ","Total coverage","Coverage on circ","Alert received mean time","Hops","Slots","Messages sent","Messages received","Collisions"
17,12345,-7,100,1,6517,139,6414,133,1.04976e+07,50.5038,10479,2272,6413,14779019
