"id","Scenario","Actual Range","Protocol","Buildings","Total nodes","Nodes on circ","Total coverage","Coverage on circ","Alert received mean time","Hops","Slots","Messages sent","Messages received"
0,1,300,300,1,6528,148,6528,148,80121.5,11.0068,82.5,584,6528
1,1,300,300,1,6528,148,6528,148,149917,15.2365,145.98,611,6528
2,1,300,300,1,6528,148,6528,148,84244.8,12.5608,85.9459,617,6528
3,1,300,300,1,6528,148,6528,148,79038.4,11.3784,88.3446,614,6528
4,1,300,300,1,6528,148,6528,148,75086.8,11.027,74.2905,623,6528
5,1,300,300,1,6528,148,6528,148,95156.3,11.0811,96.3041,623,6528
6,1,300,300,1,6528,148,6528,148,77731.9,11.0135,75.0608,598,6528
7,1,300,300,1,6528,148,6528,148,90805,11.5405,88.8986,609,6528
8,1,300,300,1,6528,148,6528,148,75400.7,10.6216,75.1554,608,6528
9,1,300,300,1,6528,148,6528,148,90973.6,11.2162,88.4459,590,6528
10,1,300,300,1,6528,148,6528,148,79644.9,12.5405,81.5541,596,6528
11,1,300,300,1,6528,148,6528,148,120479,13.8446,116.432,641,6528
12,1,300,300,1,6528,148,6528,148,91318.3,11.4257,88.7027,606,6528
13,1,300,300,1,6528,148,6473,147,73494.5,11.4082,71.5238,609,6473
14,1,300,300,1,6528,148,6528,148,76739.3,10.8041,77.2905,590,6528
15,1,300,300,1,6528,148,6528,148,70786.7,10.5068,68.4122,590,6528
16,1,300,300,1,6528,148,6517,148,86475.4,11.9189,88.6351,635,6517
17,1,300,300,1,6528,148,6528,148,89581,11.3041,93.777,615,6528
18,1,300,300,1,6528,148,6528,148,97391.4,13.6554,96.6351,619,6528
19,1,300,300,1,6528,148,6528,148,83268.3,10.4189,85.7838,627,6528
20,1,300,300,1,6528,148,6528,148,89642.8,13.2568,89.9662,607,6528
21,1,300,300,1,6528,148,6528,148,73187.8,10.5068,74.6554,627,6528
22,1,300,300,1,6528,148,6528,148,96240,12.5676,98.0541,616,6528
23,1,300,300,1,6528,148,6528,148,78093.7,11.2568,79.5203,623,6528
24,1,300,300,1,6528,148,6528,148,89117.9,11.8176,86.277,596,6528
25,1,300,300,1,6528,148,6528,148,73912.2,10.2095,73.7365,609,6528
26,1,300,300,1,6528,148,6528,148,151523,14.223,147.885,642,6528
27,1,300,300,1,6528,148,6528,148,88272.9,12.4662,87.1959,598,6528
28,1,300,300,1,6528,148,6517,148,61522.8,10.1486,62.7568,587,6517
29,1,300,300,1,6528,148,6528,148,80591.1,12.1014,77.7905,604,6528
30,1,300,300,1,6528,148,6525,148,103476,12.5135,100.324,630,6525
31,1,300,300,1,6528,148,6528,148,94275.5,11.3581,92.7905,610,6528
32,1,300,300,1,6528,148,6528,148,39840.8,10.9932,67.3514,624,6528
33,1,300,300,1,6528,148,6528,148,117774,13.9595,115.318,612,6528
34,1,300,300,1,6528,148,6528,148,70830.7,10.9662,70.4865,606,6528
35,1,300,300,1,6528,148,6528,148,87071.1,11.6757,85.2095,596,6528
36,1,300,300,1,6528,148,5769,128,177532,14.9609,174.492,584,5769
37,1,300,300,1,6528,148,6528,148,65325.3,12.2635,63.2095,554,6528
38,1,300,300,1,6528,148,6528,148,72697.6,10.6149,76.3514,607,6528
39,1,300,300,1,6528,148,6528,148,123762,12.8176,127.676,646,6528
