"id","Scenario","Actual Range","Protocol","Buildings","Total nodes","Nodes on circ","Total coverage","Coverage on circ","Alert received mean time","Hops","Slots","Messages sent","Messages received"
0,1,100,500,1,6528,148,6506,148,7.16132e+06,34.9122,7292.2,2016,6506
1,1,100,500,1,6528,148,18,0,-nan,-nan,-nan,2,18
2,1,100,500,1,6528,148,6528,148,7.50503e+06,37.4595,7521.97,2021,6528
3,1,100,500,1,6528,148,6461,148,6.38607e+06,34.6757,6391.97,2030,6461
4,1,100,500,1,6528,148,6528,148,6.99368e+06,35.6486,6986.29,2046,6528
5,1,100,500,1,6528,148,6484,145,8.31135e+06,35.8828,8333.85,2037,6484
6,1,100,500,1,6528,148,6506,148,6.79297e+06,35.4122,6854.64,2040,6506
7,1,100,500,1,6528,148,6495,148,6.48153e+06,35.7297,6483.09,2004,6495
8,1,100,500,1,6528,148,6528,148,6.98864e+06,35.1486,7107.43,2031,6528
9,1,100,500,1,6528,148,18,0,-nan,-nan,-nan,2,18
10,1,100,500,1,6528,148,6528,148,6.73029e+06,35.9054,6734.78,2049,6528
11,1,100,500,1,6528,148,6469,146,6.75371e+06,34.9521,6747.58,1991,6469
12,1,100,500,1,6528,148,6528,148,7.06028e+06,37.1014,7084.36,2062,6528
13,1,100,500,1,6528,148,6506,144,6.65919e+06,34.4375,6727.24,2024,6506
14,1,100,500,1,6528,148,6517,148,7.04575e+06,35.8514,7037.28,2043,6517
15,1,100,500,1,6528,148,6473,148,7.02825e+06,36.6351,7021.45,2038,6473
16,1,100,500,1,6528,148,6528,148,6.48465e+06,34.2095,6490.74,2038,6528
17,1,100,500,1,6528,148,6513,148,6.6852e+06,35.973,6705.69,2050,6513
18,1,100,500,1,6528,148,6517,148,7.07197e+06,35.1622,7113.74,2056,6517
19,1,100,500,1,6528,148,6499,146,6.96177e+06,35.8836,7006.14,2048,6499
20,1,100,500,1,6528,148,6517,148,7.31339e+06,35.1689,7317.18,2030,6517
21,1,100,500,1,6528,148,6528,148,7.31666e+06,36.1689,7393.05,2033,6528
22,1,100,500,1,6528,148,6528,148,6.93311e+06,35.8919,6965.63,2015,6528
23,1,100,500,1,6528,148,6528,148,6.98384e+06,35.5878,7077.43,2044,6528
24,1,100,500,1,6528,148,6517,148,6.04559e+06,35.0541,6038.42,2001,6517
25,1,100,500,1,6528,148,6495,148,6.35343e+06,36.1486,6349.86,2003,6495
26,1,100,500,1,6528,148,6506,148,6.52357e+06,34.8041,6521.49,2045,6506
27,1,100,500,1,6528,148,6528,148,7.0491e+06,37.0541,7137.19,2068,6528
28,1,100,500,1,6528,148,6506,148,6.28795e+06,34.7973,6383.87,2035,6506
