"id","Scenario","Actual Range","Protocol","Buildings","Total nodes","Nodes on circ","Total coverage","Coverage on circ","Alert received mean time","Hops","Slots","Messages sent","Messages received"
0,0,100,0,0,6528,148,6423,148,1.01006e+07,61.1419,69.3649,2000,6422
1,0,100,0,0,6528,148,6420,146,1.00878e+07,53.7329,59.5137,2030,6419
2,0,100,0,0,6528,148,6441,148,1.00949e+07,59.1689,66.1081,1916,6440
3,0,100,0,0,6528,148,6393,142,1.0094e+07,57.4296,63.3451,1949,6392
4,0,100,0,0,6528,148,6222,148,1.00997e+07,61.4865,67.2635,1761,6221
5,0,100,0,0,6528,148,6335,148,1.00914e+07,53.7027,60.6689,1841,6334
6,0,100,0,0,6528,148,6428,148,1.00627e+07,30.3243,37.2432,2112,6427
