"id","Scenario","Actual Range","Protocol","Buildings","Total nodes","Nodes on circ","Total coverage","Coverage on circ","Alert received mean time","Hops","Slots","Messages sent","Messages received"
0,0,500,0,0,6528,148,6528,148,1.00112e+07,5.72973,7.96622,216,6527
0,0,500,0,0,6528,148,6528,148,1.00112e+07,5.72973,7.96622,216,6527
1,0,500,0,0,6528,148,6528,148,1.00112e+07,5.79054,7.75,187,6527
1,0,500,0,0,6528,148,6528,148,1.00123e+07,5.43243,7.65541,227,6527
2,0,500,0,0,6528,148,6528,148,1.00116e+07,5.75676,7.34459,214,6527
2,0,500,0,0,6528,148,6528,148,1.00114e+07,5.55405,7.52703,207,6527
3,0,500,0,0,6528,148,6528,148,1.00109e+07,5.85811,7.85811,194,6527
3,0,500,0,0,6528,148,6528,148,1.00124e+07,5.53378,7.83784,231,6527
4,0,500,0,0,6528,148,6528,148,1.00119e+07,5.85811,7.79054,178,6527
4,0,500,0,0,6528,148,6528,148,1.00116e+07,5.89189,7.41892,203,6527
5,0,500,0,0,6528,148,6528,148,1.00122e+07,5.43243,7.48649,190,6527
5,0,500,0,0,6528,148,6528,148,1.00106e+07,5.51351,7.36486,215,6527
6,0,500,0,0,6528,148,6528,148,1.00117e+07,5.60135,7.77703,202,6527
6,0,500,0,0,6528,148,6528,148,1.00113e+07,5.70946,8.04054,198,6527
7,0,500,0,0,6528,148,6528,148,1.00115e+07,5.56081,7.34459,185,6527
7,0,500,0,0,6528,148,6528,148,1.0011e+07,5.85135,7.07432,194,6527
8,0,500,0,0,6528,148,6528,148,1.00136e+07,5.62162,7.99324,217,6527
8,0,500,0,0,6528,148,6528,148,1.00121e+07,5.68919,7.73649,217,6527
9,0,500,0,0,6528,148,6528,148,1.00119e+07,5.97973,7.71622,199,6527
9,0,500,0,0,6528,148,6528,148,1.00121e+07,5.56081,7.82432,213,6527
10,0,500,0,0,6528,148,6528,148,1.00108e+07,5.64865,7.58108,198,6527
10,0,500,0,0,6528,148,6528,148,1.00115e+07,5.50676,7.94595,206,6527
11,0,500,0,0,6528,148,6528,148,1.00107e+07,5.38514,7.37162,203,6527
11,0,500,0,0,6528,148,6528,148,1.00108e+07,5.72297,7.79054,188,6527
12,0,500,0,0,6528,148,6528,148,1.00123e+07,5.62838,7.51351,207,6527
12,0,500,0,0,6528,148,6528,148,1.00116e+07,5.60135,7.24324,211,6527
13,0,500,0,0,6528,148,6528,148,1.00111e+07,5.62162,7.47297,189,6527
13,0,500,0,0,6528,148,6528,148,1.00105e+07,5.71622,7.43919,209,6527
14,0,500,0,0,6528,148,6528,148,1.00106e+07,5.60811,7.08108,190,6527
14,0,500,0,0,6528,148,6528,148,1.00116e+07,5.94595,7.58784,226,6527
