"id","Scenario","Actual Range","Protocol","Buildings","Total nodes","Nodes on circ","Total coverage","Coverage on circ","Alert received mean time","Hops","Slots","Messages sent","Messages received"
0,1,100,500,1,6528,148,6517,148,6.50176e+06,37.1351,6508.82,2021,6517
1,1,100,500,1,6528,148,6473,145,6.47965e+06,34.9448,6501.52,2005,6473
2,1,100,500,1,6528,148,6517,148,6.51221e+06,35.9122,6554.69,2019,6517
3,1,100,500,1,6528,148,6528,148,7.23774e+06,36.973,7248.86,2049,6528
4,1,100,500,1,6528,148,6506,148,6.38556e+06,33.5068,6425.95,2009,6506
5,1,100,500,1,6528,148,6528,148,7.60696e+06,34.8851,7668.85,2028,6528
6,1,100,500,1,6528,148,6528,148,7.40474e+06,36.1689,7454.16,2045,6528
7,1,100,500,1,6528,148,6517,148,7.53306e+06,38.4797,7542.63,2050,6517
8,1,100,500,1,6528,148,6526,148,7.08016e+06,35.6351,7130.78,2059,6526
9,1,100,500,1,6528,148,6506,145,7.05016e+06,36.8276,7105.33,2022,6506
10,1,100,500,1,6528,148,6522,148,6.87701e+06,36.0878,6876.44,2057,6522
