"id","Scenario","Actual Range","Protocol","Buildings","Total nodes","Nodes on circ","Total coverage","Coverage on circ","Alert received mean time","Hops","Slots","Messages sent","Messages received"
0,1,500,300,1,6528,148,6528,148,57730.6,15.2568,51.3986,620,6528
1,1,500,300,1,6528,148,6528,148,43289.4,9.33108,34.4189,595,6528
2,1,500,300,1,6528,148,6528,148,89519,15.3041,81.8176,554,6528
3,1,500,300,1,6528,148,6528,148,55551.8,11.0135,49.9054,574,6528
4,1,500,300,1,6528,148,6528,148,69373.5,14.5946,62.7568,550,6528
5,1,500,300,1,6528,148,6528,148,52994.8,10.5405,46.4324,548,6528
6,1,500,300,1,6528,148,6452,146,51436.9,12.726,46.9932,560,6452
7,1,500,300,1,6528,148,6492,148,56827.2,12.8514,50.2095,583,6492
8,1,500,300,1,6528,148,6528,148,55358.5,10.5135,46.6284,602,6528
9,1,500,300,1,6528,148,6349,148,40094.6,15.8243,45.4595,552,6349
10,1,500,300,1,6528,148,6528,148,54823.8,12.2365,49.1757,573,6528
11,1,500,300,1,6528,148,6528,148,36210.6,9.14189,29.2027,599,6528
12,1,500,300,1,6528,148,6528,148,68623.2,11.6689,61.7905,569,6528
13,1,500,300,1,6528,148,6352,142,111473,13.9085,105.099,540,6352
14,1,500,300,1,6528,148,6348,142,62694,11.3803,57.4155,560,6348
15,1,500,300,1,6528,148,6492,146,44624.5,10.6918,41.3082,572,6492
16,1,500,300,1,6528,148,6521,148,173174,25.8784,161.993,567,6521
17,1,500,300,1,6528,148,6476,145,55965.8,10.3793,48.8759,583,6476
18,1,500,300,1,6528,148,6528,148,44301,9.37162,37.0811,579,6528
19,1,500,300,1,6528,148,6528,148,88194.9,12.723,82.3851,598,6528
20,1,500,300,1,6528,148,6528,148,74995.2,13.8378,75.6689,543,6528
21,1,500,300,1,6528,148,6521,148,59053.4,15.0338,50.3919,552,6521
22,1,500,300,1,6528,148,6480,146,47242.3,10.4384,41.2466,595,6480
23,1,500,300,1,6528,148,6528,148,92844,16.7365,81.6014,560,6528
24,1,500,300,1,6528,148,6528,148,88213.1,11.8649,81.027,571,6528
25,1,500,300,1,6528,148,6528,148,56373.3,10.4527,49.0068,563,6528
26,1,500,300,1,6528,148,6528,148,59415.9,13.5203,53.7973,550,6528
27,1,500,300,1,6528,148,6528,148,48010.9,10.7905,40.9324,570,6528
28,1,500,300,1,6528,148,6520,148,64396.8,12.1284,58.6419,548,6520
29,1,500,300,1,6528,148,6528,148,50101.9,10.5203,46.8851,560,6528
30,1,500,300,1,6528,148,6528,148,35665.3,11.0743,29.6554,601,6528
31,1,500,300,1,6528,148,6514,148,65790.5,13.9054,59.3446,583,6514
32,1,500,300,1,6528,148,6520,148,42469.8,10.2635,32.5203,601,6520
33,1,500,300,1,6528,148,6528,148,50538.4,12.4662,43.7365,607,6528
34,1,500,300,1,6528,148,6528,148,44780.5,10.1892,43.7703,571,6528
35,1,500,300,1,6528,148,6528,148,72868.8,8.5,66.7027,575,6528
36,1,500,300,1,6528,148,6528,148,46884.4,10.0473,40.1351,565,6528
37,1,500,300,1,6528,148,6441,148,46945.7,11.6689,40.8108,555,6441
38,1,500,300,1,6528,148,6528,148,87136,14.4257,81.25,550,6528
39,1,500,300,1,6528,148,6528,148,86263.5,13.5135,85.973,588,6528
