"Run id","Seed","Tx Power","Actual Range","Buildings","Total nodes","Nodes on circ","Total coverage","Coverage on circ","Alert received mean time","Hops","Slots","Messages sent","Messages received","Collisions"
65,12345,-7,100,1,1465,77,1406,66,1.27023e+06,19.3939,1262.95,635,1405,922960
