"id","Scenario","Actual Range","Protocol","Buildings","Total nodes","Nodes on circ","Total coverage","Coverage on circ","Alert received mean time","Hops","Slots","Messages sent","Messages received"
0,1,100,0,1,6528,148,6528,148,364309,28.2297,366.615,1687,6528
1,1,100,0,1,6528,148,6528,148,421011,30.5541,422.318,1676,6528
2,1,100,0,1,6528,148,6528,148,367777,29.7568,362.399,1693,6528
3,1,100,0,1,6528,148,6528,148,411128,29.1824,407.959,1698,6528
4,1,100,0,1,6528,148,6528,148,390002,28.6622,387.885,1665,6528
5,1,100,0,1,6528,148,6528,148,331432,28.1757,323.162,1665,6528
6,1,100,0,1,6528,148,6528,148,374655,29.4459,365.426,1671,6528
7,1,100,0,1,6528,148,6528,148,364253,30.0946,355.378,1675,6528
8,1,100,0,1,6528,148,6528,148,365740,29.3514,360.595,1688,6528
9,1,100,0,1,6528,148,6528,148,397091,28.9527,389,1679,6528
