"Run id","Seed","Tx Power","Actual Range","Buildings","Total nodes","Nodes on circ","Total coverage","Coverage on circ","Alert received mean time","Hops","Slots","Messages sent","Messages received","Collisions"
39,12345,19.4,700,1,6517,139,6517,139,57230.7,7.01439,51.7626,419,6516,2604902
