"id","Scenario","Actual Range","Protocol","Buildings","Total nodes","Nodes on circ","Total coverage","Coverage on circ","Alert received mean time","Hops","Slots","Messages sent","Messages received"
0,1,300,500,1,6528,148,6517,148,989855,16.3919,994.547,733,6517
1,1,300,500,1,6528,148,6528,148,652887,14.7162,654.169,720,6528
2,1,300,500,1,6528,148,6139,137,959815,16.0876,968.62,694,6139
3,1,300,500,1,6528,148,6352,148,824346,16.6284,893.926,705,6352
4,1,300,500,1,6528,148,6352,140,651226,13.2786,649.036,692,6352
5,1,300,500,1,6528,148,6152,140,1.03833e+06,16.2143,1036.07,679,6152
6,1,300,500,1,6528,148,5996,140,841040,16.3786,836.714,665,5996
7,1,300,500,1,6528,148,6528,148,756251,14.5338,789.628,730,6528
8,1,300,500,1,6528,148,6528,148,780554,15.1892,791.649,715,6528
9,1,300,500,1,6528,148,6084,144,997793,15.8819,1041.66,689,6084
10,1,300,500,1,6528,148,6440,143,777321,15.958,795.175,713,6440
11,1,300,500,1,6528,148,6473,146,742934,16.9452,747.37,716,6473
12,1,300,500,1,6528,148,6319,143,919104,14.8322,918.301,699,6319
13,1,300,500,1,6528,148,6528,148,813202,17.0946,831.635,707,6528
14,1,300,500,1,6528,148,6528,148,637520,14.9392,653.689,719,6528
15,1,300,500,1,6528,148,6330,146,782493,16.6301,784.068,718,6330
16,1,300,500,1,6528,148,6528,148,874676,17.0473,872.115,715,6528
17,1,300,500,1,6528,148,6528,148,729186,13.5405,735.858,718,6528
18,1,300,500,1,6528,148,6528,148,934240,18.9392,929.986,701,6528
19,1,300,500,1,6528,148,5996,134,683529,13.1418,684.388,658,5996
20,1,300,500,1,6528,148,6528,148,950001,16.0203,954.811,733,6528
21,1,300,500,1,6528,148,6352,148,1.14096e+06,21.1284,1148.89,709,6352
22,1,300,500,1,6528,148,6473,145,1.15913e+06,19.8345,1168.55,707,6473
23,1,300,500,1,6528,148,6352,146,929932,14.9178,936.164,696,6352
24,1,300,500,1,6528,148,6517,148,893207,16.6149,888.777,725,6517
25,1,300,500,1,6528,148,5996,136,662690,13.8971,664.287,658,5996
26,1,300,500,1,6528,148,6275,137,746048,15.3796,760.109,684,6275
27,1,300,500,1,6528,148,6528,148,1.19516e+06,21.7095,1200.89,727,6528
28,1,300,500,1,6528,148,6462,144,836059,14.7222,834.361,732,6462
29,1,300,500,1,6528,148,54,0,-nan,-nan,-nan,2,54
30,1,300,500,1,6528,148,6528,148,840019,16.7905,851.527,717,6528
31,1,300,500,1,6528,148,6528,148,871162,16.2027,909.669,722,6528
32,1,300,500,1,6528,148,6528,148,917079,18.3378,912.02,730,6528
33,1,300,500,1,6528,148,6528,148,927044,16.9662,930.399,729,6528
34,1,300,500,1,6528,148,6176,136,875267,14.7353,896.566,672,6176
35,1,300,500,1,6528,148,6528,148,869377,16.5811,880.878,723,6528
36,1,300,500,1,6528,148,6352,144,994106,16.2014,1012.85,711,6352
37,1,300,500,1,6528,148,6352,142,790615,15.4507,790.655,696,6352
38,1,300,500,1,6528,148,6084,136,957975,17,978.419,686,6084
39,1,300,500,1,6528,148,6451,148,1.01257e+06,18.2095,1008.59,718,6451
