"id","Scenario","Actual Range","Protocol","Buildings","Total nodes","Nodes on circ","Total coverage","Coverage on circ","Alert received mean time","Hops","Slots","Messages sent","Messages received"
0,1,100,300,1,6528,148,6517,148,5.42357e+06,34.7162,5442.51,1992,6517
1,1,100,300,1,6528,148,6528,148,5.67406e+06,35.9595,5685.51,2022,6528
2,1,100,300,1,6528,148,6528,148,5.33266e+06,33.527,5432.05,2009,6528
3,1,100,300,1,6528,148,6506,148,5.30125e+06,35.5405,5398.9,2004,6506
4,1,100,300,1,6528,148,6528,148,6.01996e+06,35.0743,6099.78,2030,6528
5,1,100,300,1,6528,148,6484,145,6.14332e+06,35.0621,6133.08,2018,6484
6,1,100,300,1,6528,148,6528,148,6.06657e+06,35.2973,6065.28,2007,6528
7,1,100,300,1,6528,148,6493,147,5.73101e+06,36.551,5839.24,1980,6493
8,1,100,300,1,6528,148,6528,148,5.97308e+06,35.9527,6045.57,2003,6528
9,1,100,300,1,6528,148,6528,148,6.14702e+06,35,6141.86,2032,6528
10,1,100,300,1,6528,148,6484,146,5.63502e+06,35.3356,5671.75,2020,6484
11,1,100,300,1,6528,148,6516,148,5.9895e+06,36.3108,5989.86,2019,6516
12,1,100,300,1,6528,148,6528,148,5.71541e+06,35.1824,5798.19,2030,6528
13,1,100,300,1,6528,148,6517,148,5.74449e+06,36.3581,5749.84,2016,6517
14,1,100,300,1,6528,148,6479,144,6.37627e+06,37.2222,6373.29,1990,6479
15,1,100,300,1,6528,148,6528,148,5.66763e+06,34.3784,5715.69,2007,6528
16,1,100,300,1,6528,148,6528,148,6.07312e+06,36.0743,6140.57,2018,6528
17,1,100,300,1,6528,148,6429,148,5.79393e+06,35.2297,5784.69,1988,6429
18,1,100,300,1,6528,148,6515,148,5.64358e+06,34.8378,5733.43,2005,6515
19,1,100,300,1,6528,148,6495,148,5.68339e+06,34.8446,5697.28,1999,6495
20,1,100,300,1,6528,148,6528,148,5.7626e+06,34.4257,5802.66,2023,6528
21,1,100,300,1,6528,148,6495,148,5.90606e+06,35.2635,5966.78,1991,6495
22,1,100,300,1,6528,148,6506,148,5.6321e+06,34.8176,5632.01,2016,6506
23,1,100,300,1,6528,148,6473,146,5.93834e+06,33.5616,5927.71,1977,6473
24,1,100,300,1,6528,148,6293,142,5.59939e+06,35.838,5591.93,1949,6293
25,1,100,300,1,6528,148,6506,148,5.85575e+06,34.5743,6028.72,2011,6506
26,1,100,300,1,6528,148,6495,148,5.77618e+06,35.1419,5827.91,2013,6495
27,1,100,300,1,6528,148,6528,148,5.83123e+06,36.8311,5881.4,2027,6528
28,1,100,300,1,6528,148,6495,148,6.11495e+06,35.8378,6112.49,2025,6495
29,1,100,300,1,6528,148,6528,148,5.58331e+06,33.5405,5600.7,1994,6528
