0,1,100,500,0,6528,148,6355,142,8.24059e+06,44.1056,8379.51,1935,6355
0,1,100,500,0,6528,148,6312,144,8.35998e+06,41.0278,8354.47,1924,6312
0,1,100,500,0,6528,148,6310,145,1.04169e+07,47.1379,10428.1,1922,6310
0,1,100,500,0,6528,148,6406,148,1.24132e+07,55.8311,12432.3,1980,6406
0,1,100,500,0,6528,148,6297,141,1.02853e+07,49.3191,10310.8,1917,6297
0,1,100,500,0,6528,148,6352,141,9.70436e+06,50.8511,9832.37,1928,6352
0,1,100,500,0,6528,148,6281,148,9.19318e+06,47.3041,9344.3,1930,6281
0,1,100,500,0,6528,148,6370,137,7.94629e+06,41.2263,7954.81,1962,6370
0,1,100,500,0,6528,148,6284,134,8.56717e+06,39.4851,8652.28,1908,6284
0,1,100,500,0,6528,148,6383,139,8.82186e+06,44.1007,8918.33,1948,6383
0,1,100,500,0,6528,148,6404,140,9.16959e+06,39.4429,9214.79,1956,6404
0,1,100,500,0,6528,148,6338,141,8.44474e+06,42.5248,8494.71,1938,6338
0,1,100,500,0,6528,148,6306,147,8.88257e+06,41.0272,8926.16,1937,6306
0,1,100,500,0,6528,148,6231,147,1.10668e+07,50.8776,11180.8,1901,6231
0,1,100,500,0,6528,148,6296,143,9.00881e+06,41.7832,9006.15,1933,6296
0,1,100,500,0,6528,148,6372,148,1.07071e+07,49.7027,10706.4,1946,6372
0,1,100,500,0,6528,148,6314,142,8.81581e+06,41.9085,8827.67,1915,6314
0,1,100,500,0,6528,148,6261,139,9.06252e+06,41.3597,9055.63,1896,6261
0,1,100,500,0,6528,148,6224,144,8.03831e+06,42.3472,8043.32,1908,6224
0,1,100,500,0,6528,148,6394,148,7.85049e+06,40.2838,7877.05,1961,6394
