"id","Scenario","Actual Range","Protocol","Buildings","Total nodes","Nodes on circ","Total coverage","Coverage on circ","Alert received mean time","Hops","Slots","Messages sent","Messages received"
0,1,500,100,1,6528,148,6528,148,39323.9,13.0338,28.7432,727,6528
1,1,500,100,1,6528,148,6465,144,36002.1,10.1181,27.4722,805,6465
2,1,500,100,1,6528,148,6510,148,40495.7,12.0338,31.9392,767,6510
3,1,500,100,1,6528,148,6524,148,45458.9,12.0608,36.7838,752,6524
4,1,500,100,1,6528,148,6528,148,41047.5,10.6081,31.5946,811,6528
5,1,500,100,1,6528,148,6528,148,43253.2,10.7432,30.6959,809,6528
6,1,500,100,1,6528,148,6528,148,47089.2,11.9527,38.6622,741,6528
7,1,500,100,1,6528,148,6497,148,42284.5,11.5743,34.4459,739,6497
8,1,500,100,1,6528,148,6528,148,45907.9,13.7905,35.3446,769,6528
9,1,500,100,1,6528,148,6528,148,36586.3,10.3176,28.473,807,6528
10,1,500,100,1,6528,148,6528,148,48501.9,10.4324,38.7095,811,6528
11,1,500,100,1,6528,148,6528,148,43959.7,12.7635,32.8919,766,6528
12,1,500,100,1,6528,148,6510,147,46109,12.0748,35.8299,790,6510
13,1,500,100,1,6528,148,6528,148,34993,9.72297,26.8716,814,6528
14,1,500,100,1,6528,148,6488,148,36283,12.277,31.5338,781,6488
15,1,500,100,1,6528,148,6528,148,49998.7,11.8311,39.7973,744,6528
16,1,500,100,1,6528,148,6528,148,73069.5,20.4932,57.7297,703,6528
17,1,500,100,1,6528,148,6528,148,34449.1,9.75676,25.0338,826,6528
18,1,500,100,1,6528,148,6520,148,-160501,17.1554,54.3176,738,6520
19,1,500,100,1,6528,148,6528,148,59334.3,12.723,45.473,793,6528
20,1,500,100,1,6528,148,6528,148,52035.9,16.0541,41.9122,726,6528
21,1,500,100,1,6528,148,6520,148,40775.2,11.4662,30.5203,768,6520
22,1,500,100,1,6528,148,6509,146,44613.9,11.0342,33.7466,791,6509
23,1,500,100,1,6528,148,6521,148,44694.8,11.8716,32.1689,862,6521
24,1,500,100,1,6528,148,6528,148,58302.6,17.5676,49.9662,748,6528
25,1,500,100,1,6528,148,6521,148,39408.1,10.6216,33.6757,806,6521
26,1,500,100,1,6528,148,6511,148,44877.5,16.0608,47.2568,675,6511
27,1,500,100,1,6528,148,6528,148,35321.6,9.62838,31.9122,862,6528
28,1,500,100,1,6528,148,6498,148,52732.6,15.8986,40.0405,758,6498
29,1,500,100,1,6528,148,6520,148,42955.3,12.5,36.7973,717,6520
30,1,500,100,1,6528,148,6528,148,41295.6,10.8176,34.3851,842,6528
31,1,500,100,1,6528,148,6520,148,37206.1,10.0203,29.0338,789,6520
32,1,500,100,1,6528,148,6402,146,70544.1,13.589,61.1849,694,6402
33,1,500,100,1,6528,148,6528,148,42850.8,12.777,34.0878,765,6528
34,1,500,100,1,6528,148,6528,148,48025.2,10.2162,36.277,805,6528
35,1,500,100,1,6528,148,6528,148,50882,10.1486,40.3919,834,6528
36,1,500,100,1,6528,148,6528,148,34525.9,11.2973,29.2905,865,6528
37,1,500,100,1,6528,148,6528,148,44992.7,10.3851,38.5811,767,6528
38,1,500,100,1,6528,148,6528,148,39488.6,11.6284,30.8649,677,6528
39,1,500,100,1,6528,148,6514,148,44553.7,10.527,30.5,821,6514
